Processes,Subset_%,N_train,N_test,T_comp (s),T_comm (s),T_total (s),GFLOP/s,Accuracy
4,25,359,90,0.03464989999974932,0.0009015000000545115,0.03556280000020706,0.04575320563728811,0.9777777777777777
4,50,718,180,0.13145350000013423,0.0007405000005746842,0.13220460000002277,0.04719174460926233,0.9833333333333333
4,100,1437,360,0.5802017999999407,0.0009491000000707572,0.5811728000003313,0.04279779897270663,0.9833333333333333
