Processes,Subset_%,N_train,N_test,T_comp (s),T_comm (s),T_total (s),GFLOP/s,Accuracy
2,25,359,90,0.06402089999983218,0.0020891999997729727,0.0661192000002302,0.04844917831533344,0.9777777777777777
2,50,718,180,0.27408680000007735,0.0005323999998836371,0.2746300999997402,0.045266827880789944,0.9833333333333333
2,100,1437,360,1.0542795000001206,0.0024863999997251085,1.056790899999669,0.047105838631970286,0.9833333333333333
