Processes,Subset_%,N_train,N_test,T_comp (s),T_comm (s),T_total (s),GFLOP/s,Accuracy
8,25,359,90,0.020265699999981734,0.0013613999999506632,0.02163589999963733,0.040814578326963565,0.9777777777777777
8,50,718,180,0.07998409999981959,0.007720800000242889,0.08772690000023431,0.039641478743989766,0.9833333333333333
8,100,1437,360,0.3175359000001663,0.004947200000060548,0.3224960000002284,0.039100082856752566,0.9833333333333333
