Processes,Subset_%,N_train,N_test,T_comp (s),T_comm (s),T_total (s),GFLOP/s,Accuracy
1,100,1437,360,1.9207756519317627,0.0,1.9207756519317627,0.05171110946773321,0.9833333333333333
